application_date,approval_id,issue_date,latitude,longitude,project_id,complete_cancel_date,job_id,status,valuation
2015-12-26,1623698,2015-12-26,32.836245,-117.102623,464087,,897604,Issued,
2015-12-26,1623708,2015-12-26,32.971196,-117.18629,464089,2016-02-10,897616,Completed,
2015-12-26,1623705,2015-12-26,32.970632,-117.186056,464088,2016-02-10,897614,Completed,
2015-12-26,1623711,2015-12-26,32.735298,-117.243298,464090,2016-01-07,897618,Completed,
2015-12-26,1623715,2015-12-26,32.941987,-117.1441,464091,,897622,Issued,
2015-12-26,1623719,2015-12-26,32.794158,-117.043934,464093,2016-01-20,897626,Completed,
2015-12-26,1623722,2015-12-26,32.581127,-117.055669,464094,2016-01-13,897628,Completed,
2015-12-26,1623725,2015-12-26,32.954585,-117.237805,464095,2016-02-11,897630,Completed,
2015-12-26,1623728,2015-12-26,32.9031,-117.131904,464097,2016-01-07,897632,Completed,
2015-12-26,1623731,2015-12-26,32.564024,-117.042355,464098,2016-02-03,897634,Completed,
2015-12-26,1623734,2015-12-26,32.719842,-117.240328,464099,,897636,Issued,
2015-12-26,1623737,2015-12-26,32.926925,-117.074907,464100,2016-01-15,897638,Completed,
2015-12-26,1623740,2015-12-26,32.923166,-117.103469,464101,2016-01-15,897640,Completed,
2015-12-26,1623743,2015-12-26,32.907418,-117.093759,464102,2016-01-11,897642,Completed,
2015-12-26,1623746,2015-12-26,32.725221,-117.118574,464103,,897644,Issued,
2015-12-26,1623749,2015-12-26,32.915919,-117.222443,464104,2016-01-12,897646,Completed,
2015-12-26,1623752,2015-12-26,32.942293,-117.163058,464105,,897648,Issued,
2015-12-28,1623761,2015-12-28,32.914317,-117.192319,464109,2016-02-09,897654,Completed,
2015-12-28,1623768,2015-12-28,32.906562,-117.072384,464110,2016-01-20,897658,Completed,
2015-12-28,1623772,2015-12-28,33.014314,-117.131715,464112,2016-03-08,897662,Completed,
2015-12-28,1623776,2015-12-28,32.835417,-117.105105,464113,2016-01-20,897664,Completed,
2015-12-28,1623779,2015-12-28,32.921438,-117.050709,464114,2016-01-27,897666,Completed,
2015-12-28,1623782,2015-12-28,32.700953,-117.106629,464116,2016-03-25,897668,Completed,
2015-12-28,1623787,2015-12-28,32.563432,-117.064511,464118,2016-04-07,897670,Completed,
2015-12-28,1623791,2015-12-28,32.858676,-117.204746,464119,2016-05-10,897674,Completed,
2015-12-28,1623798,2015-12-28,32.733483,-117.24956,464121,2016-01-26,897678,Completed,
2015-12-28,1623806,2015-12-28,33.008159,-117.069968,464124,2016-02-18,897684,Completed,
2015-12-28,1623803,2015-12-28,32.954777,-117.207449,464123,,897682,Issued,
2015-12-28,1623877,2015-12-28,32.70636,-117.027185,464160,2016-01-20,897742,Completed,
2015-12-28,1623882,2015-12-28,32.738138,-117.121836,464162,2016-02-01,897746,Completed,
2015-12-28,1623838,2015-12-28,32.696068,-117.024348,464133,2016-02-22,897698,Completed,
2015-12-28,1623821,2015-12-28,32.806281,-117.211501,464132,2016-01-13,897696,Completed,
2015-12-28,1621978,2015-12-28,32.791942,-117.14573,463617,2016-01-29,896730,Completed,
2015-12-28,1621986,2015-12-28,32.802805,-117.251151,463619,2016-02-17,896732,Completed,
2015-12-28,1623980,2015-12-28,32.968391,-117.183202,464186,2016-01-15,897797,Completed,
2015-12-28,1623997,2015-12-28,32.784921,-117.064132,464192,2016-04-29,897807,Completed,
2015-12-28,1624012,2015-12-28,32.770984,-117.113761,464195,2016-01-13,897813,Completed,
2015-12-28,1624081,2015-12-28,32.70825,-117.040703,464221,2016-01-05,897859,Completed,
2015-12-28,1603059,2015-12-28,32.702729,-117.073463,458203,2016-03-15,886410,Completed,
2015-12-28,1592966,2015-12-28,32.702063,-117.035264,455257,2016-05-19,880918,Completed,
2015-12-28,1620927,2015-12-28,32.808027,-117.061393,463332,2016-02-08,896189,Completed,
2015-12-28,1619817,2015-12-28,32.726267,-117.249027,463027,2016-03-11,895636,Completed,
2015-12-28,1624111,2015-12-28,32.760234,-117.155667,464235,2016-01-25,897878,Completed,
2015-12-28,1624114,2015-12-28,32.805283,-117.255319,464236,2016-01-20,897880,Completed,
2015-12-28,1596550,2015-12-28,32.771397,-117.04886,456329,,882871,Issued,
2015-12-28,1624117,2015-12-28,32.913835,-117.091472,464237,2016-02-09,897882,Completed,
2015-12-28,1624130,2015-12-28,32.919321,-117.06651,464242,2016-02-02,897891,Completed,
2015-12-28,1614850,2015-12-28,32.920713,-117.22551,461680,,893068,Issued,
2015-12-28,1624134,2015-12-28,32.963701,-117.203256,464243,2016-01-25,897893,Completed,
2015-12-28,1624136,2015-12-28,32.931159,-117.091061,464244,2016-02-09,897895,Completed,
2015-12-28,1624139,2015-12-28,32.781592,-117.156866,464245,2016-01-20,897897,Completed,
2015-12-28,1593912,2015-12-28,32.960594,-117.16179,455526,2016-01-26,881407,Completed,
2015-12-28,1620839,2015-12-28,32.99897,-117.166054,463310,,896147,Issued,
2015-12-29,1624054,2015-12-29,32.745106,-117.050303,464213,2016-03-08,897843,Completed,
2015-12-29,1624051,2015-12-29,32.741037,-117.235493,464212,2016-02-09,897841,Completed,
2015-12-29,1623914,2015-12-29,32.806747,-117.141314,464167,2016-02-09,897756,Completed,
2015-12-29,1623900,2015-12-29,32.749789,-117.050417,464165,2016-02-04,897752,Completed,
2015-12-29,1623893,2015-12-29,32.802047,-117.250062,464164,2016-01-28,897750,Completed,
2015-12-29,1624066,2015-12-29,32.741431,-117.136032,464218,2016-04-08,897851,Completed,
2015-12-29,1624040,2015-12-29,32.907649,-117.155901,464207,2016-03-17,897832,Completed,
2015-12-29,1624046,2015-12-29,32.797543,-117.042448,464210,2016-03-18,897837,Completed,
2015-12-29,1624077,2015-12-29,32.952578,-117.200713,464219,2016-02-11,897857,Completed,
2015-12-29,1620846,2015-12-29,32.988086,-117.147002,463312,2016-01-26,896149,Completed,
2015-12-29,1623861,2015-12-29,32.702231,-117.056408,464151,2016-02-11,897729,Completed,
2015-12-29,1614452,2015-12-29,32.740656,-117.109145,461543,2016-02-18,892817,Completed,
2015-12-29,1621965,2015-12-29,32.751051,-117.17648,463613,2016-01-21,896722,Completed,
2015-12-29,1623666,2015-12-29,32.720994,-117.09229,464076,,897582,Issued,
2015-12-29,1623663,2015-12-29,32.943264,-117.144618,464075,2016-02-22,897580,Completed,
2015-12-29,1623937,2015-12-29,32.765265,-117.125465,464174,2016-05-04,897771,Completed,
2015-12-29,1623932,2015-12-29,32.796878,-117.033409,464173,2016-02-29,897767,Completed,
2015-12-29,1623918,2015-12-29,32.94472,-117.246104,464077,2016-05-24,897584,Completed,
2015-12-29,1623941,2015-12-29,32.781789,-117.23519,464175,,897773,Issued,
2015-12-29,1623925,2015-12-29,32.946312,-117.199185,464170,2016-02-26,897762,Completed,
2015-12-29,1623660,2015-12-29,32.943125,-117.146338,464074,,897578,Issued,
2015-12-29,1623377,2015-12-29,32.564622,-117.062811,463999,2016-01-21,897444,Completed,
2015-12-29,1623360,2015-12-29,32.949977,-117.211752,463991,2016-01-28,897429,Completed,
2015-12-29,1622972,2015-12-29,32.721586,-117.121487,463889,2016-02-18,897244,Completed,
2015-12-29,1623851,2015-12-29,32.932591,-117.158987,464146,,897719,Issued,
2015-12-29,1614494,2015-12-29,32.801865,-117.199978,461555,2016-05-04,892835,Completed,
2015-12-29,1624204,2015-12-29,32.814133,-117.05316,464267,,897935,Issued,
2015-12-29,1624214,2015-12-29,32.812124,-117.012369,464271,,897941,Issued,
2015-12-29,1620905,2015-12-29,33.01256,-117.067403,463335,2016-01-20,896183,Completed,
2015-12-29,1624220,2015-12-29,32.809759,-117.012534,464272,,897943,Issued,
2015-12-29,1617454,2015-12-29,32.81777,-117.245124,462372,2016-01-19,894392,Completed,
2015-12-29,1624300,2015-12-29,32.806074,-117.043388,464295,2016-01-29,897994,Completed,
2015-12-29,1619912,2015-12-29,32.968609,-117.166924,463053,2016-03-06,895691,Completed,
2015-12-29,1610090,2015-12-29,32.921184,-117.104313,460294,2016-01-18,890452,Completed,
2015-12-29,1624345,2015-12-29,32.971173,-117.128364,464310,,898024,Issued,
2015-12-29,1624360,2015-12-29,32.860032,-117.240922,464315,2016-05-10,898034,Completed,
2015-12-29,1624429,2015-12-29,33.011406,-117.134067,464334,2016-01-23,898070,Completed,
2015-12-29,1624445,2015-12-29,32.729931,-117.117154,464338,2016-01-23,898080,Completed,
2015-12-29,1624452,2015-12-29,32.561898,-117.047776,464342,,898088,Issued,
2015-12-29,1624455,2015-12-29,32.971023,-117.215279,464343,,898090,Issued,
2015-12-30,1624153,2015-12-30,32.740523,-117.239201,464249,2016-04-07,897905,Completed,
2015-12-30,1624147,2015-12-30,32.766136,-117.114166,464248,2016-04-21,897903,Completed,
2015-12-30,1624324,2015-12-30,32.907945,-117.070578,464303,,898010,Issued,
2015-12-30,1624478,2015-12-30,32.995807,-117.076621,464352,2016-01-28,898106,Completed,
2015-11-23,1602204,2015-12-30,32.831563,-117.10051,457950,2015-12-30,885931,Completed,
2015-12-30,1624482,2015-12-30,33.008739,-117.128453,464354,,898108,Issued,
2015-12-30,1624495,2015-12-30,32.81321,-117.051316,464356,2016-04-19,898112,Completed,
2015-12-30,1624514,2015-12-30,32.808302,-117.22614,464359,2016-03-16,898118,Completed,
2015-12-30,1624524,2015-12-30,32.71827,-117.130997,464361,2016-02-23,898122,Completed,
2015-12-30,1624533,2015-12-30,32.679488,-117.061738,464367,,898134,Issued,
2015-12-30,1624534,2015-12-30,32.803747,-117.01051,464366,2016-04-21,898132,Completed,
2015-12-30,1624538,2015-12-30,32.747727,-117.118796,464369,2016-01-20,898136,Completed,
2015-12-30,1624543,2015-12-30,32.81142,-117.014993,464370,,898138,Issued,
2015-12-30,1624552,2015-12-30,32.742979,-117.215386,464373,,898146,Issued,
2015-12-30,1624555,2015-12-30,32.566871,-117.09502,464375,,898148,Issued,
2015-12-30,1624558,2015-12-30,32.571023,-117.062007,464376,,898150,Issued,
2015-12-30,1624576,2015-12-30,32.858524,-117.239446,464382,,898162,Issued,
2015-12-30,1624606,2015-12-30,32.801766,-117.134582,464390,2016-03-16,898179,Completed,
2015-12-30,1624608,2015-12-30,32.796182,-117.139369,464392,2016-03-09,898181,Completed,
2015-12-30,1624615,2015-12-30,32.800014,-117.021594,464395,2016-03-07,898187,Completed,
2015-12-30,1624620,2015-12-30,32.949321,-117.102631,464396,,898189,Issued,
2015-12-30,1624629,2015-12-30,32.807528,-117.238717,464399,2016-04-01,898195,Completed,
2015-12-30,1624626,2015-12-30,32.815025,-117.205721,464398,2016-03-02,898193,Completed,
2015-12-30,1624675,2015-12-30,32.939579,-117.186374,464364,,898128,Issued,
2015-12-30,1624692,2015-12-30,32.971263,-117.185877,464416,2016-02-10,898229,Completed,
2015-12-30,1624699,2015-12-30,32.939914,-117.185403,464419,,898235,Issued,
2015-12-30,1623669,2015-12-30,32.758733,-117.078235,464078,2016-04-21,897586,Completed,
2015-12-30,1624710,2015-12-30,32.852363,-117.248892,464425,2016-02-04,898239,Completed,
2015-12-30,1624721,2015-12-30,32.816293,-117.187331,464429,2016-04-21,898251,Completed,
2015-12-30,1624623,2015-12-30,32.846735,-117.222558,464397,2016-04-15,898191,Completed,
2015-12-30,1624725,2015-12-30,32.974819,-117.208913,464431,2016-01-21,898253,Completed,
2015-12-30,1624773,2015-12-30,32.939717,-117.186004,464450,,898285,Issued,
2015-12-30,1624796,2015-12-30,32.695646,-117.083678,464458,2016-01-21,898299,Completed,
2015-12-30,1624793,2015-12-30,32.701005,-117.056001,464457,2016-01-14,898297,Completed,
2015-12-30,1624791,2015-12-30,32.700438,-117.078139,464456,2016-01-25,898295,Completed,
2015-12-30,1624789,2015-12-30,32.907482,-117.152364,464455,,898293,Issued,
2015-12-30,1624801,2015-12-30,32.557623,-117.038053,464459,2016-01-25,898301,Completed,
2015-12-30,1624805,2015-12-30,32.805619,-117.013562,464460,,898303,Issued,
2015-12-30,1624808,2015-12-30,32.765214,-117.126776,464462,2016-02-25,898305,Completed,
2015-12-30,1624811,2015-12-30,32.710008,-117.146965,464463,2016-01-23,898307,Completed,
2015-12-30,1624814,2015-12-30,32.701542,-117.074648,464464,,898309,Issued,
2015-12-30,1617568,2015-12-30,32.957741,-117.129915,462402,2016-02-16,894451,Completed,
2015-12-31,1623422,2015-12-31,32.961747,-117.215611,464016,2016-02-02,897472,Completed,
2015-12-31,1623890,2015-12-31,32.772623,-117.082539,464163,2016-02-18,897748,Completed,
2015-12-31,1624516,2015-12-31,32.853016,-117.214118,464360,2016-02-22,898120,Completed,
2015-12-31,1624511,2015-12-31,32.848421,-117.242804,464358,2016-02-16,898116,Completed,
2015-12-31,1624498,2015-12-31,32.865451,-117.242097,464357,2016-03-10,898114,Completed,
2015-12-31,1624528,2015-12-31,32.810081,-117.048947,464363,2016-03-03,898126,Completed,
2015-12-31,1624399,2015-12-31,32.794852,-117.139349,464323,2016-02-04,898050,Completed,
2015-12-31,1624363,2015-12-31,32.691204,-117.056525,464316,2016-01-21,898036,Completed,
2015-12-31,1624840,2015-12-31,32.585437,-117.055189,464472,,898321,Issued,
2015-12-31,1624893,2015-12-31,33.021973,-117.053148,464469,2016-03-07,898319,Completed,
2015-12-31,1624903,2015-12-31,32.743059,-117.178149,464494,,898361,Issued,
2015-12-31,1624905,2015-12-31,32.735581,-117.248839,464495,2016-01-26,898363,Completed,
2015-12-31,1624908,2015-12-31,32.56604,-117.05581,464498,2016-01-06,898365,Completed,
2015-12-31,1624916,2015-12-31,32.711291,-117.028464,464499,2016-01-20,898367,Completed,
2015-12-31,1624342,2015-12-31,32.790378,-117.134699,464308,2016-01-07,898020,Completed,
2015-12-31,1624923,2015-12-31,32.810969,-117.008828,464501,,898375,Issued,
2015-12-31,1624934,2015-12-31,32.766668,-117.055863,464502,,898377,Issued,
2015-12-31,1624950,2015-12-31,32.789095,-117.071407,464506,2016-03-11,898381,Completed,
2015-12-31,1624951,2015-12-31,32.956119,-117.241823,464509,2016-03-23,898393,Completed,
2015-12-31,1624881,2015-12-31,32.723184,-117.071719,464486,2016-02-09,898347,Completed,
2015-12-31,1624873,2015-12-31,32.565594,-117.045274,464483,,898339,Issued,
2015-12-31,1624868,2015-12-31,32.825537,-117.217825,464479,2016-02-01,898335,Completed,
2015-12-31,1624862,2015-12-31,32.841353,-117.210982,464477,2016-03-15,898329,Cancelled - Rescinded (Customer Request),
2015-12-31,1624852,2015-12-31,32.570517,-117.052391,464475,2016-02-12,898325,Completed,
2015-12-31,1610450,2015-12-31,33.041303,-117.083099,460406,2016-01-21,890661,Completed,
2015-12-31,1624865,2015-12-31,32.847322,-117.225508,464478,2016-02-03,898333,Completed,
2015-12-31,1624879,2015-12-31,32.567671,-117.022631,464485,2016-01-21,898345,Completed,
2015-12-31,1624885,2015-12-31,32.929072,-117.230985,464488,2016-02-01,898351,Completed,
2015-12-31,1624931,2015-12-31,32.817615,-117.168613,464487,2016-03-17,898349,Completed,
2015-12-31,1624870,2015-12-31,32.545194,-117.04842,464481,,898337,Issued,
2015-12-31,1614670,2015-12-31,32.727137,-117.107098,461608,2016-02-02,892946,Completed,
2015-12-31,1623674,2015-12-31,32.717583,-117.142714,464079,2016-01-19,897588,Completed,
2015-12-31,1624100,2015-12-31,32.85614,-117.209691,464227,2016-02-12,897869,Completed,
2015-12-31,1624829,2015-12-31,32.570488,-117.075871,464468,2016-04-05,898317,Completed,
2015-12-31,1624823,2015-12-31,32.943815,-117.135223,464467,,898315,Issued,
2015-12-31,1624956,2015-12-31,32.817603,-117.173622,464504,2016-02-02,898397,Completed,
2015-12-31,1625068,2015-12-31,32.754033,-117.099323,464547,2016-01-13,898471,Completed,
2015-12-31,1625098,2015-12-31,32.571984,-117.053336,464559,2016-05-31,898495,Completed,
2015-12-31,1625101,2015-12-31,32.727996,-117.132262,464560,2016-01-23,898497,Completed,
2015-12-31,1625104,2015-12-31,32.76292,-117.116473,464561,2016-02-02,898499,Completed,
2015-11-20,1600125,2016-01-11,32.711747,-117.098948,457305,,884781,Issued,
2015-11-16,1596447,2016-01-27,32.810709,-117.017138,456301,2016-01-29,882824,Completed,
2015-12-07,1609860,2016-02-08,32.803181,-117.051725,460227,2016-02-18,890324,Completed,
2015-12-19,1614634,2016-02-24,32.713803,-117.02941,461596,2016-05-05,892922,Completed,
2016-01-02,1625109,2016-01-02,32.809925,-117.157037,464563,2016-04-20,898504,Completed,
2016-01-02,1625112,2016-01-02,33.039822,-117.082733,464564,,898506,Issued,
2016-01-02,1625115,2016-01-02,32.823626,-117.220418,464565,2016-02-03,898508,Completed,
2016-01-02,1625118,2016-01-02,32.968531,-117.14572,464566,,898510,Issued,
2016-01-02,1625122,2016-01-02,32.971682,-117.088361,464567,2016-02-26,898512,Completed,
2016-01-02,1625127,2016-01-02,32.835684,-117.191272,464569,2016-04-25,898516,Completed,
2016-01-02,1625130,2016-01-02,32.974532,-117.137195,464570,,898518,Issued,
2016-01-02,1625133,2016-01-02,32.789454,-117.122374,464571,2016-04-27,898520,Completed,
2016-01-02,1625139,2016-01-02,32.715593,-117.084657,464573,2016-06-14,898524,Completed,
2016-01-02,1625142,2016-01-02,33.000898,-117.085984,464574,2016-03-07,898526,Completed,
2016-01-02,1625145,2016-01-02,32.92475,-117.05557,464575,2016-01-25,898528,Completed,
2016-01-02,1625148,2016-01-02,32.741961,-117.135283,464576,,898530,Issued,
2016-01-02,1625154,2016-01-02,32.738167,-117.099154,464578,2016-05-26,898534,Completed,
2016-01-02,1625157,2016-01-02,32.911045,-117.156418,464579,2016-01-28,898536,Completed,
2016-01-02,1625161,2016-01-02,32.701936,-117.130954,464580,,898538,Issued,
2016-01-02,1625163,2016-01-02,32.815841,-117.214629,464581,2016-01-08,898540,Completed,
2016-01-02,1625166,2016-01-02,33.035703,-117.085415,464582,2016-02-03,898542,Completed,
2016-01-02,1625169,2016-01-02,32.944097,-117.210215,464583,2016-01-21,898544,Completed,
2016-01-02,1625172,2016-01-02,32.919042,-117.083547,464584,2016-03-09,898546,Completed,
2016-01-02,1625175,2016-01-02,32.776205,-117.174633,464585,2016-01-25,898548,Completed,
2016-01-02,1625178,2016-01-02,32.816669,-117.094472,464586,2016-01-11,898550,Completed,
2016-01-02,1625181,2016-01-02,32.8352,-117.209196,464587,2016-05-19,898552,Completed,
2016-01-02,1625184,2016-01-02,32.69412,-117.024766,464588,,898554,Issued,
2016-01-03,1625188,2016-01-03,32.705724,-117.056014,464589,2016-02-05,898556,Completed,
2016-01-04,1625299,2016-01-04,32.699961,-117.105735,464626,2016-01-24,898606,Completed,
2016-01-04,1625316,2016-01-04,32.703078,-117.135276,464632,,898615,Issued,
2016-01-04,1625326,2016-01-04,32.580689,-117.030231,464634,2016-06-28,898621,Completed,
2016-01-04,1624739,2016-01-04,32.960799,-117.124703,464435,2016-03-04,898261,Completed,
2016-01-04,1625337,2016-01-04,32.780332,-117.062794,464637,2016-01-13,898627,Completed,
2016-01-04,1625387,2016-01-04,32.81493,-117.213718,464654,2016-03-04,898651,Completed,
2015-11-20,1601258,2016-01-04,32.897895,-117.221654,457669,2016-01-12,885437,Completed,
2016-01-04,1625558,2016-01-04,32.849325,-117.2016,464702,2016-02-25,898736,Completed,
2016-01-04,1625666,2016-01-04,32.705413,-117.069499,464731,2016-03-21,898789,Completed,
2016-01-04,1625719,2016-01-04,32.943238,-117.143611,464744,2016-01-14,898812,Completed,
2016-01-04,1625728,2016-01-04,32.815488,-117.228296,464747,2016-01-19,898818,Completed,
2016-01-04,1625741,2016-01-04,32.815848,-117.245564,464752,2016-01-20,898824,Completed,
2016-01-04,1622505,2016-01-04,32.569411,-117.086095,463765,,896999,Issued,
2016-01-04,1625837,2016-01-04,32.914013,-117.151623,464774,2016-03-08,898867,Completed,
2016-01-04,1608410,2016-01-04,32.916173,-117.159831,459778,2016-06-06,889490,Completed,
2016-01-04,1614752,2016-01-04,32.580612,-117.050805,461642,2016-04-16,893002,Completed,
2015-11-24,1603514,2016-01-04,32.834854,-117.087835,458357,2016-01-06,886710,Completed,
2015-12-02,1606990,2016-01-04,32.962947,-117.111126,459364,,888677,Issued,
2016-01-05,1625070,2016-01-05,32.801246,-117.041893,464552,2016-02-05,898477,Completed,
2016-01-05,1625051,2016-01-05,32.702801,-117.026367,464543,2016-02-22,898463,Completed,
2016-01-05,1625081,2016-01-05,32.902784,-117.093295,464553,2016-03-17,898483,Completed,
2016-01-05,1625091,2016-01-05,32.852377,-117.187068,464557,2016-02-29,898491,Completed,
2016-01-05,1625095,2016-01-05,32.932295,-117.204796,464558,2016-02-22,898493,Completed,
2016-01-05,1626261,2016-01-05,32.933477,-117.183174,464894,2016-08-01,899073,Completed,
2016-01-05,1626144,2016-01-05,32.789118,-117.070451,464869,2016-02-19,899033,Completed,
2016-01-05,1626129,2016-01-05,32.79366,-117.04748,464863,2016-04-04,899027,Completed,
2016-01-05,1626051,2016-01-05,32.833775,-117.280553,464842,2016-03-16,898992,Completed,
2016-01-05,1624392,2016-01-05,32.838383,-117.272862,464322,,898048,Issued,
2016-01-05,1626311,2016-01-05,32.933258,-117.184116,464909,2016-08-08,899097,Completed,
2016-01-05,1626044,2016-01-05,32.837264,-117.219705,464839,2016-04-11,898988,Completed,
2016-01-05,1621666,2016-01-05,32.769568,-117.081407,463533,2016-03-28,896568,Completed,
2016-01-05,1626405,2016-01-05,32.933703,-117.183075,464930,2016-07-27,899135,Completed,
2016-01-05,1626466,2016-01-05,32.79857,-117.084753,464940,2016-03-14,899160,Completed,
2016-01-05,1623829,2016-01-05,32.778394,-117.096668,464136,2016-01-26,897705,Completed,
2016-01-05,1623835,2016-01-05,32.80688,-117.010986,464138,2016-03-02,897709,Completed,
2016-01-05,1626428,2016-01-05,32.996718,-117.10721,464933,2016-07-06,899145,Completed,
2016-01-05,1623833,2016-01-05,32.835752,-117.181919,464137,2016-01-13,897707,Completed,
2016-01-05,1626549,2016-01-05,33.006949,-117.088462,464963,2016-01-13,899198,Completed,
2015-09-28,1564712,2016-01-05,32.722259,-117.165896,447399,,866339,Issued,
2015-11-19,1600107,2016-01-05,32.824426,-117.085444,456409,2016-03-18,884779,Completed,
2016-01-05,1626622,2016-01-05,32.87203,-117.244242,464983,2016-02-03,899227,Completed,
2016-01-05,1626613,2016-01-05,32.996592,-117.108318,464950,2016-07-29,899175,Completed,
2016-01-05,1626719,2016-01-05,32.91281,-117.199498,465008,2016-03-30,899272,Completed,
2016-01-05,1626752,2016-01-05,32.969622,-117.184001,465019,2016-02-12,899288,Completed,
2016-01-05,1626763,2016-01-05,32.67293,-117.047893,465024,2016-03-22,899299,Completed,
2015-12-15,1616798,2016-01-05,32.739475,-117.163841,462186,2016-01-12,894049,Completed,
2016-01-05,1593015,2016-01-05,32.77763,-117.087011,455269,2016-03-03,880938,Completed,
2016-01-05,1626897,2016-01-05,32.90437,-117.092974,465067,2016-03-04,899375,Completed,
2016-01-05,1626912,2016-01-05,32.85244,-117.212106,465070,2016-02-10,899382,Completed,
2016-01-05,1626927,2016-01-05,32.568481,-117.093033,465076,2016-02-18,899390,Completed,
2016-01-05,1626935,2016-01-05,32.567141,-117.095681,465080,2016-03-10,899394,Completed,
2016-01-05,1626949,2016-01-05,32.923346,-117.135395,465083,2016-03-25,899406,Completed,
2016-01-05,1626982,2016-01-05,32.96913,-117.182874,465089,2016-01-12,899416,Completed,
2016-01-21,1603330,2016-01-05,32.780758,-117.059418,458298,2016-01-29,886585,Completed,
2015-12-04,1608281,2016-01-05,32.900492,-117.082723,459742,2016-03-01,889422,Completed,
2016-01-05,1625866,2016-01-05,32.699586,-117.069474,464707,2016-02-05,898744,Completed,
2016-01-06,1626647,2016-01-05,32.923934,-117.133084,464991,2016-04-30,899242,Completed,
2016-01-05,1626184,2016-01-05,32.822246,-117.212317,464886,2016-02-16,899061,Completed,
2016-01-05,1626302,2016-01-05,32.813722,-117.163986,464908,2016-04-08,899095,Completed,
2016-01-05,1626341,2016-01-05,32.812935,-117.018521,464916,2016-02-26,899114,Completed,
2015-12-21,1619784,2016-01-06,32.932526,-117.068787,463012,2016-04-12,895604,Completed,
2015-12-21,1619800,2016-01-06,32.929916,-117.067003,463019,2016-05-05,895622,Completed,
2015-12-10,1613173,2016-01-06,32.788527,-117.194247,461182,2016-01-08,892131,Completed,
2016-01-06,1627225,2016-01-06,32.973712,-117.207303,465153,2016-04-18,899546,Completed,
2016-01-06,1627374,2016-01-06,32.782785,-117.072084,465186,2016-04-19,899606,Completed,
2016-01-06,1627392,2016-01-06,32.922874,-117.050607,465189,2016-05-01,899609,Completed,
2016-01-05,1626125,2016-01-06,32.909856,-117.065448,464857,2016-05-18,899022,Completed,
2016-01-06,1617953,2016-01-06,32.918884,-117.136627,462516,2016-01-26,894655,Completed,
2016-01-06,1625589,2016-01-06,32.758577,-117.104695,464717,,898758,Issued,
2015-10-15,1577406,2016-01-06,32.718727,-117.222998,450831,2016-02-16,872748,Completed,35000
2016-01-06,1624159,2016-01-06,32.830259,-117.26136,464251,2016-04-01,897909,Completed,
2016-01-06,1611061,2016-01-06,32.747232,-117.117204,460571,2016-03-16,890964,Completed,
2016-01-06,1624766,2016-01-06,32.746938,-117.063618,464445,2016-01-10,898279,Completed,
2016-01-06,1624771,2016-01-06,32.808798,-117.0151,464447,2016-01-08,898283,Completed,
2016-01-06,1627822,2016-01-06,32.801608,-117.181822,465300,,899841,Issued,
2016-01-06,1627859,2016-01-06,32.914234,-117.062628,465311,2016-02-23,899858,Completed,
2016-01-06,1627899,2016-01-06,33.036435,-117.060857,465320,2016-04-05,899877,Completed,
2016-01-06,1627938,2016-01-06,32.811603,-117.181566,465328,2016-01-27,899897,Completed,
2016-01-06,1627945,2016-01-06,32.826093,-117.176104,465331,2016-01-21,899902,Completed,
2016-01-06,1627966,2016-01-06,32.919639,-117.08137,465334,2016-04-08,899910,Completed,
2016-01-06,1627970,2016-01-06,32.945555,-117.078961,465337,,899915,Issued,
2016-01-06,1627995,2016-01-06,33.02645,-117.062442,465341,2016-04-01,899925,Completed,
2016-01-06,1628004,2016-01-06,33.016998,-117.056623,465343,2016-01-26,899929,Completed,
2016-01-06,1628018,2016-01-06,32.933741,-117.249331,465346,2016-01-26,899935,Completed,
2016-01-06,1628031,2016-01-06,33.046853,-117.04927,465349,2016-04-01,899939,Completed,
2016-01-06,1628055,2016-01-06,32.771109,-117.048733,465362,2016-01-26,899954,Completed,
2016-01-06,1628068,2016-01-06,32.959395,-117.205257,465366,2016-01-15,899964,Completed,
2016-01-07,1627208,2016-01-07,33.027614,-117.091129,465152,2016-02-08,899542,Completed,
2016-01-07,1623232,2016-01-07,32.784365,-117.198933,463959,2016-02-19,897369,Completed,
2016-01-07,1620342,2016-01-07,32.838857,-117.185618,463162,2016-01-22,895889,Completed,
2015-12-04,1608544,2016-01-07,32.830441,-117.180213,459816,2016-03-29,889565,Completed,
2016-01-07,1624382,2016-01-07,32.826253,-117.257141,464305,2016-02-25,898014,Completed,
2016-01-07,1628585,2016-01-07,32.923118,-117.200548,465491,2016-01-29,900188,Completed,
2016-01-07,1603590,2016-01-07,33.021381,-117.065116,458379,2016-02-04,886742,Completed,
2016-01-07,1603581,2016-01-07,32.982117,-117.067107,458377,,886736,Issued,
2015-12-21,1620144,2016-01-07,32.759204,-117.09747,463116,2016-06-29,895810,Completed,
2016-01-07,1628628,2016-01-07,32.930497,-117.138501,465499,2016-02-26,900206,Completed,
2016-01-07,1628636,2016-01-07,32.922525,-117.108416,465500,2016-02-18,900208,Completed,
2016-01-07,1628641,2016-01-07,33.025346,-117.066977,465503,2016-02-01,900210,Completed,
2016-01-07,1628655,2016-01-07,32.938808,-117.072248,465506,,900219,Issued,
